fid,ZCTA5CE20,GEOID20,GEOIDFQ20,CLASSFP20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,zip_area,GEOID20_2,FHSZ_avg_rating
591,"94618","94618",860Z200US94618,B5,G6350,S,6274312,37495,"+37.8448210","-122.2385523",6311804.10374299,"94618",0.875554372372259
592,"94563","94563",860Z200US94563,B5,G6350,S,53153914,76562,"+37.8738672","-122.2053117",53230488.7712312,"94563",1.67032069942489
593,"94551","94551",860Z200US94551,B5,G6350,S,214285828,880066,"+37.7505118","-121.7492486",215165919.487759,"94551",1.69452231758308
594,"94606","94606",860Z200US94606,B5,G6350,S,6024502,603235,"+37.7913660","-122.2445132",6627738.99717289,,0
595,"95017","95017",860Z200US95017,B5,G6350,S,161727896,50030,"+37.0946843","-122.2374662",161777943.07504,"95017",1.9101541402813
596,"92866","92866",860Z200US92866,B5,G6350,S,4937297,0,"+33.7845375","-117.8447915",4937290.31364876,,0
597,"90248","90248",860Z200US90248,B5,G6350,S,12309183,170404,"+33.8783395","-118.2841003",12479578.9440343,,0
598,"91214","91214",860Z200US91214,B5,G6350,S,18850366,58205,"+34.2357284","-118.2466552",18908565.7269121,"91214",2.10616687476588
599,"91711","91711",860Z200US91711,B5,G6350,S,38684276,354059,"+34.1280660","-117.7147728",39038337.2996269,"91711",1.53613371033462
600,"96076","96076",860Z200US96076,B5,G6350,S,573345315,65312,"+40.3915424","-122.9378830",573410728.822191,"96076",1.3236799162414
601,"93308","93308",860Z200US93308,B5,G6350,S,892506814,1658785,"+35.5474931","-118.9468676",894165624.934803,"93308",1.3976566752649
602,"95646","95646",860Z200US95646,B5,G6350,S,138269074,4889009,"+38.6317431","-120.0153616",143158081.398615,"95646",0.0757288334780624
603,"93653","93653",860Z200US93653,B5,G6350,S,554129146,9370438,"+37.2560313","-119.9090593",563499651.176159,"93653",2.13370393386144
604,"93626","93626",860Z200US93626,B5,G6350,S,257685716,18266157,"+37.0432863","-119.6913063",275951897.384669,"93626",1.40789564883833
605,"94134","94134",860Z200US94134,B5,G6350,S,6614096,90877,"+37.7188487","-122.4112970",6704956.23427803,,0
606,"96054","96054",860Z200US96054,B5,G6350,S,305058217,4520598,"+41.2610567","-121.1185510",309578830.724891,"96054",0.981012495899058
607,"91763","91763",860Z200US91763,B5,G6350,S,13727341,0,"+34.0720602","-117.6982882",13727338.9753256,,0
608,"91803","91803",860Z200US91803,B5,G6350,S,8443052,1730,"+34.0747361","-118.1459588",8444784.5615503,,0
609,"91104","91104",860Z200US91104,B5,G6350,S,9766256,11657,"+34.1653555","-118.1237514",9777906.23001021,,0
610,"95984","95984",860Z200US95984,B5,G6350,S,195720169,457217,"+39.9827783","-121.1276225",196177415.511419,"95984",0.367174720914415
611,"93615","93615",860Z200US93615,B5,G6350,S,41674810,0,"+36.5037388","-119.2838461",41674810.9067471,,0
612,"95329","95329",860Z200US95329,B5,G6350,S,301914714,39332843,"+37.6776300","-120.4180501",341247597.497809,"95329",1.79617624805989
613,"91602","91602",860Z200US91602,B5,G6350,S,5284171,60325,"+34.1508184","-118.3681589",5344503.26132757,"91602",0.000313748786694554
614,"94546","94546",860Z200US94546,B5,G6350,S,41329606,3969840,"+37.7453986","-122.1031272",45299451.5533371,"94546",2.10895716804749
615,"96064","96064",860Z200US96064,B5,G6350,S,1261350460,9271846,"+41.7547029","-122.3656211",1270622372.67541,"96064",1.8921248396959
616,"95640","95640",860Z200US95640,B5,G6350,S,340310163,16383027,"+38.3414666","-120.9401124",356693224.600289,"95640",2.18694372587338
617,"91403","91403",860Z200US91403,B5,G6350,S,9290650,39104,"+34.1477566","-118.4647376",9329754.52461076,"91403",1.68248085179601
618,"96108","96108",860Z200US96108,B5,G6350,S,485394040,8857647,"+41.7871900","-120.4017666",494251757.478429,"96108",0.518927713499092
619,"96044","96044",860Z200US96044,B5,G6350,S,571384717,5278879,"+41.9330279","-122.6749668",576663625.376536,"96044",2.08786552954713
620,"96118","96118",860Z200US96118,B5,G6350,S,442141698,760841,"+39.6395971","-120.2471441",442902561.889472,"96118",0.450705109080515
621,"95543","95543",860Z200US95543,B5,G6350,S,365819539,651144,"+41.8888356","-123.8027659",366470784.32412,"95543",0.280849858983169
622,"95947","95947",860Z200US95947,B5,G6350,S,221222939,0,"+40.1593987","-120.8440845",221222989.476171,"95947",1.17643098608509
623,"93702","93702",860Z200US93702,B5,G6350,S,13391258,0,"+36.7394434","-119.7542091",13391260.0205762,,0
624,"90241","90241",860Z200US90241,B5,G6350,S,12630265,147567,"+33.9405817","-118.1294723",12777833.6447629,,0
625,"95204","95204",860Z200US95204,B5,G6350,S,13731974,683094,"+37.9737359","-121.3192457",14415070.2177917,,0
626,"95356","95356",860Z200US95356,B5,G6350,S,57527712,384390,"+37.7185727","-121.0323086",57912106.0961397,,0
627,"96020","96020",860Z200US96020,B5,G6350,S,145831877,1270307,"+40.3067873","-121.2618742",147102200.181609,"96020",0.894956144588468
628,"93040","93040",860Z200US93040,B5,G6350,S,963783724,5147592,"+34.6020430","-119.0197918",968931390.88561,"93040",0.346407796233664
629,"90745","90745",860Z200US90745,B5,G6350,S,21304966,241841,"+33.8202678","-118.2641249",21546811.9544142,,0
630,"95223","95223",860Z200US95223,B5,G6350,S,1105372470,4595931,"+38.4463225","-119.8129575",1109968424.3219,"95223",0.231223404513717
631,"93312","93312",860Z200US93312,B5,G6350,S,36704372,0,"+35.3918445","-119.1195484",36704386.9257528,,0
632,"96113","96113",860Z200US96113,B5,G6350,S,56599126,71651,"+40.1880762","-120.1456838",56670772.8297713,"96113",0.431882451190298
633,"92584","92584",860Z200US92584,B5,G6350,S,75391362,381612,"+33.6614305","-117.1822839",75772979.1222607,"92584",1.17849607519393
634,"92677","92677",860Z200US92677,B5,G6350,S,42595788,133550,"+33.5286538","-117.7012525",42729349.3692777,"92677",0.658185546927635
635,"95972","95972",860Z200US95972,B5,G6350,S,2807476,0,"+39.4227720","-121.3376480",2807476.69707907,"95972",2.99999999980696
636,"92536","92536",860Z200US92536,B5,G6350,S,278372071,234848,"+33.4919941","-116.8169451",278606947.322346,"92536",1.97623888273985
637,"92539","92539",860Z200US92539,B5,G6350,S,337359588,242383,"+33.5278668","-116.6476196",337602005.247174,"92539",1.89808830534055
638,"92234","92234",860Z200US92234,B5,G6350,S,38237663,538009,"+33.8141312","-116.4655479",38775685.4996764,"92234",0.0174922467744815
639,"92203","92203",860Z200US92203,B5,G6350,S,47805522,0,"+33.7516006","-116.2414256",47805513.8864793,,0
640,"94534","94534",860Z200US94534,B5,G6350,S,200735541,3356825,"+38.2419460","-122.1182724",204092367.431285,"94534",0.873254816592827
641,"90041","90041",860Z200US90041,B5,G6350,S,9308255,30513,"+34.1374122","-118.2076072",9338769.30174217,"90041",1.70402514494499
642,"95436","95436",860Z200US95436,B5,G6350,S,55045746,724370,"+38.4868279","-122.9056170",55770123.8552313,"95436",1.34321658652764
643,"92075","92075",860Z200US92075,B5,G6350,S,8853858,936205,"+32.9972485","-117.2605796",9790059.1614655,"92075",0.678592176913202
644,"92007","92007",860Z200US92007,B5,G6350,S,5989781,832617,"+33.0230461","-117.2755809",6822398.06635243,"92007",0.194710063333161
645,"92058","92058",860Z200US92058,B5,G6350,S,114621577,4885070,"+33.2639736","-117.3447773",119506646.147089,"92058",0.081592104368194
646,"92026","92026",860Z200US92026,B5,G6350,S,93389426,159670,"+33.2109647","-117.1247883",93549104.2626531,"92026",2.66385868351841
647,"92069","92069",860Z200US92069,B5,G6350,S,47841182,0,"+33.1753026","-117.1576205",47841179.5157035,"92069",1.7965496840169
648,"95677","95677",860Z200US95677,B5,G6350,S,25231046,57380,"+38.7929200","-121.2320060",25288425.0657954,"95677",0.000752807547671245
649,"92086","92086",860Z200US92086,B5,G6350,S,573294919,1160392,"+33.3139983","-116.6295365",574455381.660183,"92086",1.43880905093511
650,"91963","91963",860Z200US91963,B5,G6350,S,106829198,0,"+32.6479533","-116.5963568",106829200.24058,"91963",1.72182990794799
651,"91934","91934",860Z200US91934,B5,G6350,S,133302466,18532,"+32.6489918","-116.1525653",133320993.497782,"91934",1.05752158437335
652,"92155","92155",860Z200US92155,B5,G6350,S,1017599,1375636,"+32.6581164","-117.1569459",2393235.24309835,,0
653,"94124","94124",860Z200US94124,B5,G6350,S,12081281,3656202,"+37.7289954","-122.3813152",15737478.5780346,,0
654,"95701","95701",860Z200US95701,B5,G6350,S,82238466,138710,"+39.2265490","-120.7670224",82377183.2558205,"95701",2.44756007259147
655,"92867","92867",860Z200US92867,B5,G6350,S,31086603,965,"+33.8156666","-117.7991625",31087566.2823278,"92867",1.6360351732439
656,"95633","95633",860Z200US95633,B5,G6350,S,102200009,100735,"+38.8492029","-120.8223838",102300750.079146,"95633",2.06634296663487
657,"96068","96068",860Z200US96068,B5,G6350,S,74208516,345193,"+41.1029919","-121.1983405",74553715.6032062,"96068",1.6969384748533
658,"95664","95664",860Z200US95664,B5,G6350,S,95167104,11993156,"+38.8012809","-121.0378557",107160286.153626,"95664",1.8514682346459
659,"95651","95651",860Z200US95651,B5,G6350,S,34617626,0,"+38.8208844","-120.9351895",34617627.4572314,"95651",2.16105915539038
660,"92504","92504",860Z200US92504,B5,G6350,S,58743696,147563,"+33.9083525","-117.4013419",58891273.2614565,"92504",0.721955912633718
661,"92882","92882",860Z200US92882,B5,G6350,S,30425246,23643,"+33.8628742","-117.6000923",30448881.5329362,"92882",0.760593771547679
662,"96117","96117",860Z200US96117,B5,G6350,S,840016448,3028236,"+40.5334617","-120.2353561",843044753.707891,"96117",0.426587377705479
663,"92691","92691",860Z200US92691,B5,G6350,S,22732647,110252,"+33.6119451","-117.6658668",22842890.4484372,"92691",7.59725709132972e-05
664,"95682","95682",860Z200US95682,B5,G6350,S,232794729,313854,"+38.5989689","-120.9630662",233108605.083644,"95682",2.18626435755871
665,"95471","95471",860Z200US95471,B5,G6350,S,9191496,0,"+38.5322243","-122.9735896",9191497.18666672,"95471",2.03687750260024
666,"94952","94952",860Z200US94952,B5,G6350,S,514155592,6514158,"+38.2345532","-122.7603848",520669788.190877,"94952",1.23665564029499
667,"95486","95486",860Z200US95486,B5,G6350,S,50165,0,"+38.4741368","-123.0242032",50163.964771538,"95486",1.99999999794802
668,"94508","94508",860Z200US94508,B5,G6350,S,41473260,406835,"+38.5857836","-122.4442019",41880096.333814,"94508",2.72440966894404
669,"94576","94576",860Z200US94576,B5,G6350,S,735740,0,"+38.5492560","-122.4757997",735739.95474756,"94576",2.99999999999108
670,"95409","95409",860Z200US95409,B5,G6350,S,90632712,547324,"+38.4684846","-122.5821384",91180045.7262065,"95409",1.94607874451712
671,"94965","94965",860Z200US94965,B5,G6350,S,37755497,3662996,"+37.8373471","-122.5274824",41418494.3785225,"94965",0.400797142093379
672,"94971","94971",860Z200US94971,B5,G6350,S,57422976,4644645,"+38.2330285","-122.8969589",62067629.5130932,"94971",1.08306765792719
673,"90079","90079",860Z200US90079,B5,G6350,S,25585,0,"+34.0405870","-118.2554035",25585.0649563223,,0
674,"94610","94610",860Z200US94610,B5,G6350,S,5416588,0,"+37.8123293","-122.2403771",5416589.06974383,"94610",0.00535978871711684
675,"94525","94525",860Z200US94525,B5,G6350,S,6351658,0,"+38.0480726","-122.2292077",6351648.61002517,"94525",1.14262940630505
676,"91746","91746",860Z200US91746,B5,G6350,S,15045565,496678,"+34.0433041","-117.9868585",15542245.0998334,"91746",0.000190495384947461
677,"91740","91740",860Z200US91740,B5,G6350,S,12974433,42228,"+34.1193673","-117.8550544",13016660.2311712,"91740",0.000102921431757138
678,"94703","94703",860Z200US94703,B5,G6350,S,3335070,0,"+37.8637146","-122.2756841",3335068.73396254,,0
679,"92841","92841",860Z200US92841,B5,G6350,S,11809063,0,"+33.7868327","-117.9820405",11809065.2461223,,0
680,"92840","92840",860Z200US92840,B5,G6350,S,13350602,31066,"+33.7871648","-117.9318894",13381667.4753515,,0
681,"94514","94514",860Z200US94514,B5,G6350,S,77729464,504391,"+37.8256458","-121.6343527",78233854.7874051,"94514",1.16741484148083
682,"94575","94575",860Z200US94575,B5,G6350,S,416901,22901,"+37.8409608","-122.1095020",439801.709855429,,0
683,"91504","91504",860Z200US91504,B5,G6350,S,24140406,39637,"+34.2130056","-118.3177360",24180044.2982517,"91504",2.19931303243205
684,"90302","90302",860Z200US90302,B5,G6350,S,4955207,2993,"+33.9753500","-118.3560895",4958196.27255553,,0
685,"91202","91202",860Z200US91202,B5,G6350,S,12746450,21519,"+34.1833023","-118.2644781",12767966.142549,"91202",2.12583920635682
686,"91207","91207",860Z200US91207,B5,G6350,S,4120014,45197,"+34.1679391","-118.2442410",4165208.25809889,"91207",1.97869798615814
687,"91046","91046",860Z200US91046,B5,G6350,S,13141,0,"+34.2116769","-118.2409217",13140.6453321791,"91046",3.00000000462916
688,"91010","91010",860Z200US91010,B5,G6350,S,16656660,113263,"+34.1410125","-117.9586611",16769921.8101121,"91010",1.39272175635474
689,"94709","94709",860Z200US94709,B5,G6350,S,1749787,0,"+37.8782913","-122.2662521",1749793.34257105,"94709",0.329360369038944
690,"95032","95032",860Z200US95032,B5,G6350,S,48346437,351979,"+37.1801404","-121.9015526",48698420.2894491,"95032",1.72614674195016
691,"90604","90604",860Z200US90604,B5,G6350,S,10900939,9677,"+33.9276906","-118.0138277",10910616.9854953,,0
692,"95014","95014",860Z200US95014,B5,G6350,S,64388214,339868,"+37.3083545","-122.0818821",64728073.5972365,"95014",1.50761065274711
693,"95133","95133",860Z200US95133,B5,G6350,S,8446896,0,"+37.3717229","-121.8605558",8446901.52047393,,0
694,"95051","95051",860Z200US95051,B5,G6350,S,17070849,0,"+37.3483113","-121.9844349",17070848.50953,,0
695,"95140","95140",860Z200US95140,B5,G6350,S,199032255,139260,"+37.3514982","-121.6408811",199171536.558268,"95140",2.85050646015742
696,"94086","94086",860Z200US94086,B5,G6350,S,11309684,0,"+37.3716335","-122.0232017",11309682.7497647,,0
697,"95013","95013",860Z200US95013,B5,G6350,S,4594081,0,"+37.2153151","-121.7396138",4594078.23315929,"95013",0.460693057377115
698,"95123","95123",860Z200US95123,B5,G6350,S,20258957,132881,"+37.2442380","-121.8316038",20391848.1846828,"95123",0.0227890919910006
699,"95046","95046",860Z200US95046,B5,G6350,S,48717579,106925,"+37.0993077","-121.5992405",48824502.3443457,"95046",0.93763618519087
700,"92606","92606",860Z200US92606,B5,G6350,S,8960239,16819,"+33.6925228","-117.8312056",8977054.45206331,,0
701,"92253","92253",860Z200US92253,B5,G6350,S,104774415,1082120,"+33.6567432","-116.2921622",105856544.662646,"92253",0.113492742877069
702,"92861","92861",860Z200US92861,B5,G6350,S,5414805,237,"+33.8179855","-117.8112928",5415050.7398352,"92861",0.121881147581986
703,"91331","91331",860Z200US91331,B5,G6350,S,24202529,100933,"+34.2552942","-118.4197025",24303468.1020803,,0
704,"91325","91325",860Z200US91325,B5,G6350,S,12472762,11525,"+34.2375194","-118.5177121",12484288.9716564,,0
705,"90630","90630",860Z200US90630,B5,G6350,S,15929581,54123,"+33.8184768","-118.0383074",15983702.1739107,,0
706,"95003","95003",860Z200US95003,B5,G6350,S,83980570,3151,"+37.0067000","-121.8782065",83983731.8640028,"95003",1.58722157904314
707,"90014","90014",860Z200US90014,B5,G6350,S,775392,0,"+34.0430056","-118.2518996",775393.641195193,,0
708,"90047","90047",860Z200US90047,B5,G6350,S,12190303,472,"+33.9554301","-118.3095685",12190774.7400716,,0
709,"90232","90232",860Z200US90232,B5,G6350,S,5600908,37209,"+34.0193227","-118.3919023",5638115.94119141,"90232",0.00288177877389155
710,"90062","90062",860Z200US90062,B5,G6350,S,4942347,0,"+34.0034933","-118.3090927",4942345.83884258,,0
711,"90018","90018",860Z200US90018,B5,G6350,S,7771932,0,"+34.0286320","-118.3173467",7771931.19212978,,0
712,"94578","94578",860Z200US94578,B5,G6350,S,11806793,0,"+37.7067648","-122.1255650",11806803.1857148,"94578",0.562848592489163
713,"96080","96080",860Z200US96080,B5,G6350,S,1677133758,9567522,"+40.1653798","-122.4417183",1686701562.32745,"96080",2.01263709141132
714,"95458","95458",860Z200US95458,B5,G6350,S,90368668,36736351,"+39.1090084","-122.7776345",127105019.536857,"95458",1.07396994122694
715,"90036","90036",860Z200US90036,B5,G6350,S,6360336,3300,"+34.0702908","-118.3491910",6363626.89323737,,0
716,"93301","93301",860Z200US93301,B5,G6350,S,11099286,344727,"+35.3843365","-119.0205616",11444011.9598907,,0
717,"95469","95469",860Z200US95469,B5,G6350,S,478069429,8601733,"+39.3989363","-123.0752527",486671193.041682,"95469",1.67288280277498
718,"95338","95338",860Z200US95338,B5,G6350,S,880820748,13385292,"+37.5070110","-119.9837888",894206111.516913,"95338",2.09554912133662
719,"93906","93906",860Z200US93906,B5,G6350,S,34344254,46232,"+36.7226758","-121.6336673",34390490.4853651,"93906",0.00564549712530346
720,"95230","95230",860Z200US95230,B5,G6350,S,354512708,4347044,"+37.9976496","-120.8946819",358859778.152207,"95230",1.52190254710007
721,"95202","95202",860Z200US95202,B5,G6350,S,2745855,16915,"+37.9597363","-121.2882868",2762769.25813323,,0
722,"95949","95949",860Z200US95949,B5,G6350,S,354667267,502811,"+39.1026700","-121.1338515",355170083.223197,"95949",2.43715455533931
723,"94590","94590",860Z200US94590,B5,G6350,S,16996901,5672850,"+38.0957888","-122.2496894",22669729.9091882,,0
724,"90806","90806",860Z200US90806,B5,G6350,S,12656292,218584,"+33.8088695","-118.1784855",12874878.2965976,,0
725,"93603","93603",860Z200US93603,B5,G6350,S,278889240,186155,"+36.4886792","-118.9980736",279075421.293762,"93603",2.22633735015134
726,"90813","90813",860Z200US90813,B5,G6350,S,7975878,242361,"+33.7822587","-118.1967927",8218223.03315875,,0
727,"95340","95340",860Z200US95340,B5,G6350,S,134567806,1949783,"+37.3400869","-120.4064058",136517587.223082,"95340",0.170215379329717
728,"93645","93645",860Z200US93645,B5,G6350,S,154608815,93504,"+37.1521087","-119.6201357",154702332.036054,"93645",2.48256265884838
729,"90063","90063",860Z200US90063,B5,G6350,S,8507622,0,"+34.0452484","-118.1857803",8507625.72292393,,0
730,"90405","90405",860Z200US90405,B5,G6350,S,7202324,893596,"+34.0110570","-118.4721524",8095918.17652337,,0
731,"96056","96056",860Z200US96056,B5,G6350,S,559646523,8653680,"+41.0671514","-121.3177457",568300266.118252,"96056",1.04446109082621
732,"93610","93610",860Z200US93610,B5,G6350,S,681592029,2517748,"+37.0872855","-120.2888671",684109810.211247,"93610",0.220229360999382
733,"91710","91710",860Z200US91710,B5,G6350,S,57016741,0,"+34.0050965","-117.6825248",57016728.4981584,,0
734,"95369","95369",860Z200US95369,B5,G6350,S,404275848,5497672,"+37.5254044","-120.4042497",409773545.759939,"95369",1.2922595473836
735,"95380","95380",860Z200US95380,B5,G6350,S,199830994,85506,"+37.4742296","-120.8752475",199916494.321215,,0
736,"94541","94541",860Z200US94541,B5,G6350,S,19311839,61592,"+37.6737571","-122.0878233",19373433.133732,,0
